listing_key,name,category,subcategory,community,region,lat,lon,tier,website,address,price_band,ownership,notability,rider_delight,indigenous_role,osm_id,origin,google_place_id,google_place_id_match_km,wow_evidence,description
00c3074844,bb.q Chicken,Food & Drink,Restaurant,Vancouver,"Vancouver, Coast and Mountains",49.2890176,-123.13128,welcoming,https://bbqchickenca.com/british-columbia/vancouver/robson-west/,"1517 Robson Street, Vancouver",Cheap eats,Global chain,0,,,n8724837741,osm,ChIJf80rBxRzhlQR05A8XdfTdww,2.3,Korean fried chicken restaurant on Robson Street,"A Korean fried chicken restaurant on Robson Street in downtown Vancouver. Offers both indoor and outdoor seating, located on a major shopping and dining street in the city center."
00c341afe8,Ignite Pizzeria,Food & Drink,Restaurant,Vancouver,"Vancouver, Coast and Mountains",49.2772564,-123.118737,welcoming,https://ignitepizzeria.com/,"987 Mainland Street, Vancouver, BC V6B 1T2",Cheap eats,Buy BC (independent),1,,,n513053838,osm,,,Vancouver-grown stone-fired pizza chain founded in 2017,"Ignite Pizzeria is a Vancouver-grown stone-fired pizza chain founded in 2017, with the Yaletown outpost operating as a licensed restaurant with a south-facing patio in the heart of the neighbourhood. Pizzas are hand-tossed and fired at 800°F from low-sodium dough that rests for three days, spanning carnivore, herbivore, vegan, and gluten-friendly builds. The accessible, community-focused space with indoor and outdoor seating makes it a practical and satisfying refueling stop for cyclists passing through Yaletown."
00c69e81ff,Laurelle's Fine Foods,Groceries,Specialty / Health Food,Vancouver,"Vancouver, Coast and Mountains",49.2724582,-123.1348564,info,https://www.laurelles.com/,"1689 Johnston Street, Vancouver, BC V6H 3R9",,Buy BC (independent),2,,,n12774575670,osm,,,family-owned bakery deli operating inside the Granville Island Public Market since 1990,"Laurelle's Fine Foods is a family-owned bakery deli operating inside the Granville Island Public Market since 1990, with an open kitchen where customers can watch baked goods come out of the oven fresh daily. The shop offers scones, muffins, cookies, pastries, salads, casseroles, and ready-to-eat meals, with a notable selection of vegan and gluten-free items. It sits just steps from the Granville Island waterfront courtyard — a natural rest stop for cyclists exploring the False Creek seawall."
00c9abb124,Ignite Pizzeria,Food & Drink,Restaurant,Vancouver,"Vancouver, Coast and Mountains",49.2621462,-123.1007427,welcoming,https://ignitepizzeria.com/,"2588 Main Street, Vancouver, BC V5T 3E6",Casual,Buy BC (independent),1,,,n582801421,osm,,,flagship of a growing multi-location chain across Metro Vancouver,"Ignite Pizzeria is a Vancouver-born stone-fired pizza restaurant that opened its Mount Pleasant location in 2017, now the flagship of a growing multi-location chain across Metro Vancouver. Pizzas are hand-tossed with low-sodium dough given a three-day rest before firing at 800°F, with a menu that covers both meat-forward and fully vegan options. The Mount Pleasant location is licensed, making it a sit-down dining option for cyclists coming off the Main Street corridor."
00ccd448f8,Coast Discovery Inn,Accommodation,Hotel / Motel,Campbell River,Vancouver Island,50.026399,-125.2420955,info,https://www.coasthotels.com/coast-discovery-inn/,"975 Shoppers Row, Campbell River, BC V9W 2C4",Budget,Buy BC (chain),1,,,n5187485559,osm,ChIJ9Q8NwSKvYlQRh_zHj8OVRhU,0.0,laundry and dry-cleaning services are available... free hot buffet breakfast,"Coast Discovery Inn, affectionately known locally as 'the D.I.', is a full-service downtown Campbell River hotel situated directly across the street from the ocean. Part of the Coast Hotels chain, it has earned a TripAdvisor Certificate of Excellence and serves as a landmark within the downtown cityscape. Touring cyclists will find a convenient urban base with laundry services, free hot buffet breakfast, and on-site dining at D.I. Restaurant & Lounge, though no cycling-specific facilities are advertised."
00d2e531e9,Burger King,Food & Drink,Fast Food / Chain,Kelowna,Thompson Okanagan,49.881557,-119.443703,info,https://www.burgerking.ca,2091 Harvey Avenue,Cheap eats,Global chain,,,,w223599751,chain,,,,
00d499416f,Save-On-Foods,Groceries,Grocery Store,Prince Rupert,Northern British Columbia,54.3094565,-130.3289866,welcoming,https://www.saveonfoods.com,841 3rd Avenue West,,Buy BC (chain),,,,n5175856830,chain,,,,
00d844eeba,Best Budget Inn & Suites Kamloops,Accommodation,Hotel / Motel,Kamloops,Thompson Okanagan,50.6775867,-120.2861917,info,,1773 Trans-Canada Highway,Budget,Buy BC (independent),0,,,w125556437,osm,ChIJcaBFJZEtflMRqEss8a2JX4s,3.8,,Budget motel chain location on the Trans-Canada Highway in Kamloops. Basic roadside accommodation convenient for travelers on the highway corridor.
00db6443cd,Sushi Main,Food & Drink,Restaurant,Vancouver,"Vancouver, Coast and Mountains",49.2518688,-123.1007109,welcoming,https://sushimain.com/,"3710 Main Street, Vancouver V5V 3N7",Casual,Buy BC (independent),0,,,n6148806049,osm,ChIJ6YB_RfpzhlQRWykhASCA1BI,1.4,Japanese restaurant on Vancouver's Main Street corridor,"Sushi Main is a Japanese restaurant on Vancouver's Main Street corridor offering a broad menu of sushi rolls, sashimi, nigiri, donburi, teriyaki, and noodle dishes. The restaurant serves both dine-in and online delivery orders, with a free delivery radius of 3 km. It sits in the lively Main Street neighbourhood, a natural waypoint for cyclists touring south Vancouver."
00de8cced8,McDonald's,Food & Drink,Fast Food / Chain,Coquitlam,"Vancouver, Coast and Mountains",49.278516,-122.8129216,info,http://www.mcdonalds.ca/,,Cheap eats,Global chain,0,,,w274209145,osm,,,,"A McDonald's fast food restaurant in North Vancouver offering burgers, chicken, McCafé beverages, and a full breakfast menu. The location includes a drive-through and takeaway service. As a major chain stop on a cycling route, it offers predictable, quick-service food and a recognizable rest point."
00df3d287b,Elizabeth Lake Lodge,Accommodation,Hotel / Motel,Cranbrook,Kootenay Rockies,49.5018698,-115.7892799,info,https://elizabethlakelodge.com,"590 Van Horne Street South, Cranbrook, BC V1C 4W7",Mid-range,Buy BC (independent),1,,,n3692391818,osm,ChIJ8dw1p9beZFMRGJWeIRMWTqI,1.9,complimentary loaner bicycles for guests...steps from the 26km paved Rails-to-Trails route,"Elizabeth Lake Lodge is a Canadian-owned, family-operated alpine-style lodge on the southwest edge of Cranbrook, uniquely positioned with walking trails to Elizabeth Lake Bird Sanctuary starting directly from the property. All rooms and suites include full kitchens and overlook the sanctuary. The lodge provides complimentary loaner bicycles for guests and is steps from the 26km paved Rails-to-Trails route connecting Cranbrook to Kimberley."
00df5eafba,Pender Island Public Library,Attractions,Library,Pender Island,Vancouver Island,48.7987338,-123.2824509,info,https://sgicl.bc.libraries.coop/pender-island/,"4407 Bedwell Harbour Road, Pender Island, BC V0N 2M0",Free,Public,1,1,,w418462307,osm,,,Small island library; ordinary library band.,"A small public library on Pender Island, part of the Southern Gulf Islands Community Libraries network. It serves as a community hub offering Wi-Fi, meeting rooms, printing services, and equipment loans. Touring cyclists arriving by ferry to Pender Island will find it along Bedwell Harbour Road, a natural route from the ferry terminal."
00e2a67807,Aangan Indian Cuisine,Food & Drink,Restaurant,Burnaby,"Vancouver, Coast and Mountains",49.2219037,-122.9457969,info,https://aanganindiancuisine.ca/,"7487 Edmonds St, Burnaby, BC V3N 1B3",Casual,Buy BC (independent),0,,,n7125269787,osm,,,,"Aangan Indian Cuisine is a full-service Indian restaurant in Burnaby's Edmonds neighbourhood offering tandoori meats, aromatic biryanis, and a broad selection of vegetarian dishes with an Asian-fusion twist. The space is marketed as a cozy, welcoming dine-in environment suited to everything from casual meals to private celebrations. The restaurant occupies a former Vietnamese eatery (previously Pho Edmonds) in a ground-floor retail unit."
00ebc9d17a,Burger King,Food & Drink,Fast Food / Chain,Maple Ridge,"Vancouver, Coast and Mountains",49.2191699,-122.658742,info,https://www.burgerking.ca/,"20290 Lougheed Highway, Maple Ridge",Cheap eats,Global chain,,,,n5004367191,chain,,,,
00ee6bde66,Howard'S Taxi Services,Transport,Taxi / Ridehail,Revelstoke,,,,info,https://www.facebook.com/howards.taxi.9/,,,Buy BC (independent),0,,,,transport,,,self-employed taxi operator based in Revelstoke,"Howard's Taxi is a self-employed taxi operator based in Revelstoke, BC. No service area, bike policy, or contact details are available from the Facebook page."
00f0b10110,CAVU Kitchen Bar,Food & Drink,Restaurant,Richmond,"Vancouver, Coast and Mountains",49.1718536,-123.1404605,welcoming,https://www.cavukitchenbar.com/,"5911 Minoru Boulevard, Richmond",Casual,Buy BC (independent),1,,,n12903810227,osm,ChIJCR4U1swKhlQRuUS8KGDaJJo,1.0,situated within (or alongside) the Hilton in Richmond,"CAVU Kitchen Bar is a regional-cuisine restaurant and bar situated within (or alongside) the Hilton in Richmond, serving breakfast, an all-day menu, and happy hour. The kitchen produces house-smoked brisket, OceanWise seafood, and a broad range of globally inflected small plates and mains. The venue also hosts regular public events including themed brunches and Paint Nites, giving it a lively community atmosphere."
00f1b01b13,Simply Market,Groceries,Grocery Store,Vernon,Thompson Okanagan,50.2647572,-119.2788,info,https://simplydeliciousvernon.ca/,,,Buy BC (chain),1,,,n2430599298,osm,,,locally owned Vernon institution... largest bulk section in Vernon... In business for over 40 years,"Simply Delicious Natural and Gourmet Market is a locally owned Vernon institution offering bulk foods (the largest bulk section in Vernon), fresh local produce, small-batch dairy and meats, vitamins, and a wide range of organic and specialty items. In business for over 40 years and now operated by long-time Vernon residents, it positions itself as a farmer's market with longer hours. For a touring cyclist resupplying, the store's variety of fresh, local, and health-focused products — including Keto and gluten-free options — makes it a practical and distinctive stop."
00f1c89aae,Allison Lake Provincial Campground,Camping,Public Campground,Allison Lake,Thompson Okanagan,49.6804072,-120.6050327,info,https://www.env.gov.bc.ca/bcparks/explore/parkpgs/allison_lk/,"BC-5A, H, BC V0X 1W0, Canada",,Provincial park,1,,,w542349194,osm,ChIJL-ciViMzglQRXlc_eHeCTGY,0.0,22-site provincial campground on Allison Lake... potable water and washrooms,"A 22-site provincial campground on Allison Lake in the Okanagan-Thompson region, offering a calm lakeside stay with potable water and washrooms; gate closes at season's end so plan arrival accordingly."
00f4c8f138,Don Cherry's Sports Grill,Food & Drink,Brewery / Pub,Cranbrook,Kootenay Rockies,49.5079483,-115.7793493,info,https://doncherrysbar.cabanabarkitchen.ca/,"209 Van Horne Street South, Cranbrook, V1C 6R9",Casual,Buy BC (independent),0,,,n3154639820,osm,,,,"Don Cherry's Sports Grill is a sports bar and grill operating under the Don Cherry brand. The OSM record places it in Cranbrook, BC, though the website associated with this record appears to describe a sister location in Vernon. A touring cyclist stopping in Cranbrook would find a pub-style dining option, but further verification of this specific location is needed."
00f95fce88,Dairy Queen,Food & Drink,Ice Cream,Port Moody,"Vancouver, Coast and Mountains",49.2764948,-122.8353089,info,https://www.dairyqueen.com/,3141 Saint Johns Street,Cheap eats,Global chain,,,,w178254492,chain,ChIJD6JWkt14hlQRMhe7wv44mLc,0.0,,
00fae03bd5,Sooke Library Branch,Attractions,Library,Sooke,Vancouver Island,48.3810493,-123.7234448,info,https://virl.bc.ca/branches/sooke/,"6671 Wadams Way, V9Z 0A4",Free,Public,1,1,,w1092752175,osm,,,Library ladder 1/1.,"The Sooke branch of the Vancouver Island Regional Library has served the community since 1963, sitting on the unceded traditional territory of the T'sou-ke First Nation. It offers a quiet, air-conditioned, scent-free space with meeting rooms available to book, making it a comfortable rest stop for touring cyclists passing through Sooke."
00fc5af594,Bicycle Sports Pacific,Bike Services,Repair Shop,Vancouver,"Vancouver, Coast and Mountains",49.2769265,-123.131903,accredited,https://www.bspbikes.com,"999 Pacific Street, Vancouver",,Buy BC (independent),1,,,n638774394,osm,ChIJQ_xRAdNzhlQRYeeSvkBBD3k,2.2,Walk-in – No appointment needed...Service while you wait,"Bicycle Sports Pacific is a well-established Vancouver bike retailer carrying premium brands such as Trek, Cannondale, and Electra alongside a full-service repair centre. The Downtown Vancouver location on Pacific Street offers walk-in mechanical service with no appointment required, e-bike and regular bike rentals with helmet and lock included, and a comprehensive parts inventory spanning tires, drivetrains, and electric bike components. Its 'service while you wait' model and best-price guarantee make it a reliable resource for touring cyclists needing quick turnaround in the city."
00ff6086ce,Town Centre Inn,Accommodation,Hotel / Motel,Campbell River,Vancouver Island,50.0299767,-125.2502729,info,,1500 Dogwood Street,Budget,Buy BC (independent),0,,,w231117189,osm,ChIJeSKcHRqvYlQRfhHa0wBAoCk,0.0,motel with Wi-Fi,Town Centre Inn is a motel on Vancouver Island offering overnight accommodation for travelers. The motel provides Wi-Fi access to guests.
010b461489,Shaw Spring Restaurant,Food & Drink,Restaurant,Drynoch,Thompson Okanagan,50.3397855,-121.3964659,info,https://shawspringrestaurant.com/,"Trans-Canada Hwy, Spences Bridge, BC V0K 2L0",Casual,Buy BC (independent),1,,,w462439861,osm,ChIJR6hjvs2rgVQRH6WmZousLiQ,0.0,"reopened in July 2023 after its predecessor, Jade Spring Restaurant in Lytton, was destroyed in the 2021 wildfire","Shaw Spring Restaurant is a family-owned Chinese cuisine spot in the heart of Spences Bridge, reopened in July 2023 after its predecessor, Jade Spring Restaurant in Lytton, was destroyed in the 2021 wildfire. Sitting on the Trans-Canada Highway along the Thompson River corridor, it serves Chinese classics — fried rice, chow mein, noodles, and sharing plates — alongside Western options like burgers and sandwiches. For touring cyclists grinding through this remote stretch, it is one of very few sit-down meal options in the area."
